UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,GTA,GTA CANDIDATE,GTA CANDIDATE GENDER,GTA CANDIDATE AGE,GTA VOTE,GPS,GPS CANDIDATE,GPS CANDIDATE GENDER,GPS CANDIDATE AGE,GPS VOTE,GRS,GRS CANDIDATE,GRS CANDIDATE GENDER,GRS CANDIDATE AGE,GRS VOTE,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE GENDER,WARISAN CANDIDATE AGE,WARISAN VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,INDEPENDENT 3,INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE GENDER,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,INDEPENDENT 4,INDEPENDENT 4 CANDIDATE,INDEPENDENT 4 CANDIDATE GENDER,INDEPENDENT 4 CANDIDATE AGE,INDEPENDENT 4 VOTE,XXX,YYY,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VERIFY
P.017_N.33_017/33/14_1,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/14,SUNGAI KOB,"SEKOLAH KEBANGSAAN SUNGAI KOB, KARANGAN",1,318,MIC,DATO SIVARAJ CHANDRAN,MALE,46,32,PKR,DR. SOFEE RAZAK,MALE,47,107,PPBM,DATO' CIKGU AZMAN,MALE,,172,PEJUANG,HAMZAH ABD RAHMAN,MALE,,3,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,1,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,0,,,,,,,,,,,,,315,3,0,TRUE
P.017_N.33_017/33/14_2,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/14,SUNGAI KOB,"SEKOLAH KEBANGSAAN SUNGAI KOB, KARANGAN",2,356,MIC,DATO SIVARAJ CHANDRAN,MALE,46,7,PKR,DR. SOFEE RAZAK,MALE,47,110,PPBM,DATO' CIKGU AZMAN,MALE,,230,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,2,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,5,,,,,,,,,,,,,354,2,0,TRUE
P.017_N.33_017/33/14_3,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/14,SUNGAI KOB,"SEKOLAH KEBANGSAAN SUNGAI KOB, KARANGAN",3,361,MIC,DATO SIVARAJ CHANDRAN,MALE,46,5,PKR,DR. SOFEE RAZAK,MALE,47,71,PPBM,DATO' CIKGU AZMAN,MALE,,282,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,2,,,,,,,,,,,,,360,1,0,TRUE
P.017_N.33_017/33/14_1,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/14,SUNGAI KOB,"SEKOLAH MENENGAH KEBANGSAAN TAMAN MUTIARA, SUNGAI KOB",1,347,MIC,DATO SIVARAJ CHANDRAN,MALE,46,18,PKR,DR. SOFEE RAZAK,MALE,47,82,PPBM,DATO' CIKGU AZMAN,MALE,,235,PEJUANG,HAMZAH ABD RAHMAN,MALE,,2,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,2,,,,,,,,,,,,,339,8,0,TRUE
P.017_N.33_017/33/14_2,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/14,SUNGAI KOB,"SEKOLAH MENENGAH KEBANGSAAN TAMAN MUTIARA, SUNGAI KOB",2,585,MIC,DATO SIVARAJ CHANDRAN,MALE,46,13,PKR,DR. SOFEE RAZAK,MALE,47,87,PPBM,DATO' CIKGU AZMAN,MALE,,476,PEJUANG,HAMZAH ABD RAHMAN,MALE,,2,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,1,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,2,,,,,,,,,,,,,581,4,0,TRUE
P.017_N.33_017/33/14_3,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/14,SUNGAI KOB,"SEKOLAH MENENGAH KEBANGSAAN TAMAN MUTIARA, SUNGAI KOB",3,529,MIC,DATO SIVARAJ CHANDRAN,MALE,46,7,PKR,DR. SOFEE RAZAK,MALE,47,108,PPBM,DATO' CIKGU AZMAN,MALE,,399,PEJUANG,HAMZAH ABD RAHMAN,MALE,,2,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,1,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,9,,,,,,,,,,,,,526,3,0,TRUE
P.017_N.33_017/33/14_4,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/14,SUNGAI KOB,"SEKOLAH MENENGAH KEBANGSAAN TAMAN MUTIARA, SUNGAI KOB",4,443,MIC,DATO SIVARAJ CHANDRAN,MALE,46,6,PKR,DR. SOFEE RAZAK,MALE,47,108,PPBM,DATO' CIKGU AZMAN,MALE,,321,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,7,,,,,,,,,,,,,442,1,0,TRUE
P.017_N.33_017/33/14_5,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/14,SUNGAI KOB,"SEKOLAH MENENGAH KEBANGSAAN TAMAN MUTIARA, SUNGAI KOB",5,464,MIC,DATO SIVARAJ CHANDRAN,MALE,46,11,PKR,DR. SOFEE RAZAK,MALE,47,77,PPBM,DATO' CIKGU AZMAN,MALE,,371,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,2,,,,,,,,,,,,,461,3,0,TRUE
P.017_N.33_017/33/14_6,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/14,SUNGAI KOB,"SEKOLAH MENENGAH KEBANGSAAN TAMAN MUTIARA, SUNGAI KOB",6,499,MIC,DATO SIVARAJ CHANDRAN,MALE,46,12,PKR,DR. SOFEE RAZAK,MALE,47,84,PPBM,DATO' CIKGU AZMAN,MALE,,401,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,0,,,,,,,,,,,,,497,2,0,TRUE
P.017_N.33_017/33/14_7,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/14,SUNGAI KOB,"SEKOLAH MENENGAH KEBANGSAAN TAMAN MUTIARA, SUNGAI KOB",7,479,MIC,DATO SIVARAJ CHANDRAN,MALE,46,8,PKR,DR. SOFEE RAZAK,MALE,47,56,PPBM,DATO' CIKGU AZMAN,MALE,,411,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,1,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,2,,,,,,,,,,,,,478,1,0,TRUE
P.017_N.33_017/33/14_8,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/14,SUNGAI KOB,"SEKOLAH MENENGAH KEBANGSAAN TAMAN MUTIARA, SUNGAI KOB",8,452,MIC,DATO SIVARAJ CHANDRAN,MALE,46,5,PKR,DR. SOFEE RAZAK,MALE,47,59,PPBM,DATO' CIKGU AZMAN,MALE,,385,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,0,,,,,,,,,,,,,449,3,0,TRUE
P.017_N.33_017/33/15_1,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/15,KAMPUNG SUNGAI ULAR,"SEKOLAH KEBANGSAAN SUNGAI ULAR, KULIM",1,288,MIC,DATO SIVARAJ CHANDRAN,MALE,46,27,PKR,DR. SOFEE RAZAK,MALE,47,76,PPBM,DATO' CIKGU AZMAN,MALE,,170,PEJUANG,HAMZAH ABD RAHMAN,MALE,,4,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,5,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,4,,,,,,,,,,,,,286,2,0,TRUE
P.017_N.33_017/33/15_2,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/15,KAMPUNG SUNGAI ULAR,"SEKOLAH KEBANGSAAN SUNGAI ULAR, KULIM",2,365,MIC,DATO SIVARAJ CHANDRAN,MALE,46,15,PKR,DR. SOFEE RAZAK,MALE,47,97,PPBM,DATO' CIKGU AZMAN,MALE,,227,PEJUANG,HAMZAH ABD RAHMAN,MALE,,3,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,1,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,2,,,,,,,,,,,,,345,20,0,TRUE
P.017_N.33_017/33/15_3,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/15,KAMPUNG SUNGAI ULAR,"SEKOLAH KEBANGSAAN SUNGAI ULAR, KULIM",3,455,MIC,DATO SIVARAJ CHANDRAN,MALE,46,13,PKR,DR. SOFEE RAZAK,MALE,47,94,PPBM,DATO' CIKGU AZMAN,MALE,,344,PEJUANG,HAMZAH ABD RAHMAN,MALE,,1,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,1,,,,,,,,,,,,,453,2,0,TRUE
P.017_N.33_017/33/15_4,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/15,KAMPUNG SUNGAI ULAR,"SEKOLAH KEBANGSAAN SUNGAI ULAR, KULIM",4,404,MIC,DATO SIVARAJ CHANDRAN,MALE,46,8,PKR,DR. SOFEE RAZAK,MALE,47,82,PPBM,DATO' CIKGU AZMAN,MALE,,304,PEJUANG,HAMZAH ABD RAHMAN,MALE,,3,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,4,,,,,,,,,,,,,401,3,0,TRUE
P.017_N.33_017/33/15_5,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/15,KAMPUNG SUNGAI ULAR,"SEKOLAH KEBANGSAAN SUNGAI ULAR, KULIM",5,420,MIC,DATO SIVARAJ CHANDRAN,MALE,46,8,PKR,DR. SOFEE RAZAK,MALE,47,73,PPBM,DATO' CIKGU AZMAN,MALE,,338,PEJUANG,HAMZAH ABD RAHMAN,MALE,,1,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,0,,,,,,,,,,,,,420,0,0,TRUE
P.017_N.33_017/33/16_1,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/16,KULIM HIGH TECH,"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG BUKIT MERTAJAM, KULIM",1,306,MIC,DATO SIVARAJ CHANDRAN,MALE,46,18,PKR,DR. SOFEE RAZAK,MALE,47,200,PPBM,DATO' CIKGU AZMAN,MALE,,72,PEJUANG,HAMZAH ABD RAHMAN,MALE,,6,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,1,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,3,,,,,,,,,,,,,300,6,0,TRUE
P.017_N.33_017/33/16_2,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/16,KULIM HIGH TECH,"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG BUKIT MERTAJAM, KULIM",2,359,MIC,DATO SIVARAJ CHANDRAN,MALE,46,12,PKR,DR. SOFEE RAZAK,MALE,47,227,PPBM,DATO' CIKGU AZMAN,MALE,,107,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,10,,,,,,,,,,,,,356,3,0,TRUE
P.017_N.33_017/33/16_3,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/16,KULIM HIGH TECH,"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG BUKIT MERTAJAM, KULIM",3,328,MIC,DATO SIVARAJ CHANDRAN,MALE,46,18,PKR,DR. SOFEE RAZAK,MALE,47,182,PPBM,DATO' CIKGU AZMAN,MALE,,114,PEJUANG,HAMZAH ABD RAHMAN,MALE,,1,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,10,,,,,,,,,,,,,325,3,0,TRUE
P.017_N.33_017/33/16_1,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/16,KULIM HIGH TECH,"SEKOLAH KEBANGSAAN TAMAN HI-TECH, KULIM",1,324,MIC,DATO SIVARAJ CHANDRAN,MALE,46,6,PKR,DR. SOFEE RAZAK,MALE,47,118,PPBM,DATO' CIKGU AZMAN,MALE,,194,PEJUANG,HAMZAH ABD RAHMAN,MALE,,2,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,1,,,,,,,,,,,,,321,3,0,TRUE
P.017_N.33_017/33/16_2,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/16,KULIM HIGH TECH,"SEKOLAH KEBANGSAAN TAMAN HI-TECH, KULIM",2,534,MIC,DATO SIVARAJ CHANDRAN,MALE,46,6,PKR,DR. SOFEE RAZAK,MALE,47,168,PPBM,DATO' CIKGU AZMAN,MALE,,350,PEJUANG,HAMZAH ABD RAHMAN,MALE,,2,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,1,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,5,,,,,,,,,,,,,532,2,0,TRUE
P.017_N.33_017/33/16_3,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/16,KULIM HIGH TECH,"SEKOLAH KEBANGSAAN TAMAN HI-TECH, KULIM",3,424,MIC,DATO SIVARAJ CHANDRAN,MALE,46,6,PKR,DR. SOFEE RAZAK,MALE,47,168,PPBM,DATO' CIKGU AZMAN,MALE,,242,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,8,,,,,,,,,,,,,424,0,0,TRUE
P.017_N.33_017/33/16_4,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/16,KULIM HIGH TECH,"SEKOLAH KEBANGSAAN TAMAN HI-TECH, KULIM",4,439,MIC,DATO SIVARAJ CHANDRAN,MALE,46,7,PKR,DR. SOFEE RAZAK,MALE,47,168,PPBM,DATO' CIKGU AZMAN,MALE,,261,PEJUANG,HAMZAH ABD RAHMAN,MALE,,1,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,0,,,,,,,,,,,,,437,2,0,TRUE
P.017_N.33_017/33/16_5,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/16,KULIM HIGH TECH,"SEKOLAH KEBANGSAAN TAMAN HI-TECH, KULIM",5,397,MIC,DATO SIVARAJ CHANDRAN,MALE,46,5,PKR,DR. SOFEE RAZAK,MALE,47,102,PPBM,DATO' CIKGU AZMAN,MALE,,283,PEJUANG,HAMZAH ABD RAHMAN,MALE,,2,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,4,,,,,,,,,,,,,396,1,0,TRUE
P.017_N.33_017/33/17_1,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/17,PADANG CHINA,"SEKOLAH MENENGAH KEBANGSAAN KULIM HI-TECH, KULIM",1,254,MIC,DATO SIVARAJ CHANDRAN,MALE,46,13,PKR,DR. SOFEE RAZAK,MALE,47,35,PPBM,DATO' CIKGU AZMAN,MALE,,197,PEJUANG,HAMZAH ABD RAHMAN,MALE,,4,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,0,,,,,,,,,,,,,249,5,0,TRUE
P.017_N.33_017/33/17_2,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/17,PADANG CHINA,"SEKOLAH MENENGAH KEBANGSAAN KULIM HI-TECH, KULIM",2,260,MIC,DATO SIVARAJ CHANDRAN,MALE,46,8,PKR,DR. SOFEE RAZAK,MALE,47,26,PPBM,DATO' CIKGU AZMAN,MALE,,225,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,0,,,,,,,,,,,,,259,1,0,TRUE
P.017_N.33_017/33/18_1,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/18,TAMAN PERAK,SEKOLAH KEBANGSAAN JALAN PAYA BESAR,1,343,MIC,DATO SIVARAJ CHANDRAN,MALE,46,25,PKR,DR. SOFEE RAZAK,MALE,47,201,PPBM,DATO' CIKGU AZMAN,MALE,,75,PEJUANG,HAMZAH ABD RAHMAN,MALE,,9,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,2,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,15,,,,,,,,,,,,,327,16,0,TRUE
P.017_N.33_017/33/18_2,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/18,TAMAN PERAK,SEKOLAH KEBANGSAAN JALAN PAYA BESAR,2,507,MIC,DATO SIVARAJ CHANDRAN,MALE,46,28,PKR,DR. SOFEE RAZAK,MALE,47,306,PPBM,DATO' CIKGU AZMAN,MALE,,144,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,22,,,,,,,,,,,,,500,7,0,TRUE
P.017_N.33_017/33/18_3,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/18,TAMAN PERAK,SEKOLAH KEBANGSAAN JALAN PAYA BESAR,3,458,MIC,DATO SIVARAJ CHANDRAN,MALE,46,21,PKR,DR. SOFEE RAZAK,MALE,47,248,PPBM,DATO' CIKGU AZMAN,MALE,,165,PEJUANG,HAMZAH ABD RAHMAN,MALE,,1,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,19,,,,,,,,,,,,,454,4,0,TRUE
P.017_N.33_017/33/19_1,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/19,TAMAN SENANGIN,"SEKOLAH MENENGAH KEBANGSAAN SULTAN BADLISHAH, KULIM",1,276,MIC,DATO SIVARAJ CHANDRAN,MALE,46,13,PKR,DR. SOFEE RAZAK,MALE,47,129,PPBM,DATO' CIKGU AZMAN,MALE,,127,PEJUANG,HAMZAH ABD RAHMAN,MALE,,2,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,2,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,1,,,,,,,,,,,,,274,2,0,TRUE
P.017_N.33_017/33/19_2,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/19,TAMAN SENANGIN,"SEKOLAH MENENGAH KEBANGSAAN SULTAN BADLISHAH, KULIM",2,331,MIC,DATO SIVARAJ CHANDRAN,MALE,46,13,PKR,DR. SOFEE RAZAK,MALE,47,142,PPBM,DATO' CIKGU AZMAN,MALE,,167,PEJUANG,HAMZAH ABD RAHMAN,MALE,,1,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,2,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,3,,,,,,,,,,,,,328,3,0,TRUE
P.017_N.33_017/33/19_3,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/19,TAMAN SENANGIN,"SEKOLAH MENENGAH KEBANGSAAN SULTAN BADLISHAH, KULIM",3,446,MIC,DATO SIVARAJ CHANDRAN,MALE,46,13,PKR,DR. SOFEE RAZAK,MALE,47,191,PPBM,DATO' CIKGU AZMAN,MALE,,233,PEJUANG,HAMZAH ABD RAHMAN,MALE,,3,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,2,,,,,,,,,,,,,442,4,0,TRUE
P.017_N.33_017/33/19_4,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/19,TAMAN SENANGIN,"SEKOLAH MENENGAH KEBANGSAAN SULTAN BADLISHAH, KULIM",4,399,MIC,DATO SIVARAJ CHANDRAN,MALE,46,8,PKR,DR. SOFEE RAZAK,MALE,47,171,PPBM,DATO' CIKGU AZMAN,MALE,,217,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,2,,,,,,,,,,,,,398,1,0,TRUE
P.017_N.33_017/33/19_5,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/19,TAMAN SENANGIN,"SEKOLAH MENENGAH KEBANGSAAN SULTAN BADLISHAH, KULIM",5,355,MIC,DATO SIVARAJ CHANDRAN,MALE,46,6,PKR,DR. SOFEE RAZAK,MALE,47,128,PPBM,DATO' CIKGU AZMAN,MALE,,214,PEJUANG,HAMZAH ABD RAHMAN,MALE,,3,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,2,,,,,,,,,,,,,353,2,0,TRUE
P.017_N.33_017/33/19_6,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/19,TAMAN SENANGIN,"SEKOLAH MENENGAH KEBANGSAAN SULTAN BADLISHAH, KULIM",6,343,MIC,DATO SIVARAJ CHANDRAN,MALE,46,2,PKR,DR. SOFEE RAZAK,MALE,47,129,PPBM,DATO' CIKGU AZMAN,MALE,,207,PEJUANG,HAMZAH ABD RAHMAN,MALE,,1,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,4,,,,,,,,,,,,,343,0,0,TRUE
P.017_N.33_017/33/19_7,,NORMAL VOTE,P.017,PADANG SERAI,N.33,MERBAU PULAS,017/33/19,TAMAN SENANGIN,"SEKOLAH MENENGAH KEBANGSAAN SULTAN BADLISHAH, KULIM",7,354,MIC,DATO SIVARAJ CHANDRAN,MALE,46,3,PKR,DR. SOFEE RAZAK,MALE,47,153,PPBM,DATO' CIKGU AZMAN,MALE,,191,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,ANANDA AK,MALE,,6,,,,,,,,,,,,,353,1,0,TRUE
